# per-record wraparound-mask validation, bin/mask_wrap.py
# integral_* are sum(f)*dx*dy; asym = 1 - z_m/z_i with z_m = 30.0 m
# removed_* are fractions of sum|f| over the UNMASKED raster
run_id	split	wdir_deg	zi_m	asym	integral_raw	integral_masked	err_raw	err_masked	removed_abs	removed_near	removed_far	negfrac_raw	negfrac_masked	array_share
case_2022072218	train	234.3	868	0.9654	0.9805	0.9468	+0.0151	-0.0186	0.06495	0.00000	0.06495	0.03430	0.01906	0.01311
case_2022072317	train	202.5	914	0.9672	1.1256	1.0764	+0.1584	+0.1092	0.08179	0.00001	0.08178	0.03467	0.01539	0.07171
case_2022072401	train	172.7	1657	0.9819	0.9611	0.8912	-0.0208	-0.0907	0.12361	0.00114	0.12246	0.05228	0.02627	0.01086
case_2022072617	train	273.0	1089	0.9725	1.1327	1.0542	+0.1602	+0.0817	0.10058	0.00421	0.09637	0.01974	0.00303	0.00833
case_2022072714	train	226.2	643	0.9534	1.6956	1.6822	+0.7422	+0.7288	0.04465	0.00000	0.04465	0.04242	0.02483	0.00765
case_2022080116	train	273.7	1089	0.9725	0.9243	0.8681	-0.0482	-0.1044	0.14255	0.00372	0.13882	0.06607	0.02472	0.00391
case_2022080220	train	188.3	937	0.9680	1.0229	0.9139	+0.0549	-0.0541	0.12686	0.00182	0.12504	0.02401	0.01292	0.02703
case_2022080315	train	236.7	625	0.9520	1.2514	1.2014	+0.2994	+0.2494	0.07105	0.00000	0.07105	0.04229	0.02696	0.01607
case_2022080414	train	45.6	662	0.9547	1.2830	1.2811	+0.3283	+0.3264	0.03180	0.00000	0.03180	0.07193	0.05853	0.03836
case_2022080721	train	250.7	590	0.9492	0.7069	0.6327	-0.2423	-0.3164	0.14668	0.00000	0.14668	0.04272	0.02034	0.00132
case_2022080820	train	291.7	891	0.9663	1.0489	1.0129	+0.0826	+0.0466	0.09493	0.00000	0.09493	0.04940	0.01923	0.00397
case_2022080918	train	344.9	1063	0.9718	1.2006	1.1061	+0.2288	+0.1343	0.13225	0.00037	0.13188	0.04703	0.01909	0.33171
case_2022081021	train	297.2	1063	0.9718	1.1503	1.1440	+0.1785	+0.1722	0.09084	0.00000	0.09084	0.07097	0.03069	0.01472
case_2022081218	train	185.9	625	0.9520	1.0646	1.0401	+0.1126	+0.0881	0.09162	0.00053	0.09108	0.05098	0.01707	0.04793
case_2022081321	train	215.7	891	0.9663	1.3662	1.3125	+0.3999	+0.3462	0.06830	0.00000	0.06830	0.02956	0.01493	0.00484
case_2022081419	train	5.4	1063	0.9718	1.2051	1.1073	+0.2333	+0.1355	0.12408	0.00164	0.12244	0.02616	0.00294	0.28648
case_2022081517	train	79.7	1089	0.9725	1.0542	1.0396	+0.0817	+0.0672	0.09924	0.00012	0.09912	0.06941	0.02856	0.00006
case_2022081918	train	190.4	962	0.9688	0.8761	0.8428	-0.0927	-0.1260	0.11272	0.00102	0.11169	0.05310	0.01551	0.03179
case_2022082006	train	208.8	914	0.9672	1.3619	1.3288	+0.3947	+0.3616	0.06904	0.00000	0.06904	0.04148	0.01946	0.00998
case_2022082120	train	357.1	1063	0.9718	1.0471	1.0105	+0.0754	+0.0387	0.13496	0.00168	0.13328	0.06379	0.01338	0.40469
case_2022082417	train	201.9	937	0.9680	1.2514	1.1673	+0.2834	+0.1993	0.09654	0.00000	0.09654	0.02702	0.01168	0.02918
case_2022082519	train	309.9	1089	0.9725	1.2054	1.1559	+0.2329	+0.1834	0.07685	0.00000	0.07685	0.03554	0.01755	0.03293
case_2022082620	train	329.0	1116	0.9731	1.1047	1.0273	+0.1316	+0.0542	0.09820	0.00000	0.09820	0.03242	0.01785	0.11234
case_2022082719	train	101.5	1089	0.9725	1.1238	1.0307	+0.1513	+0.0583	0.11917	0.00146	0.11772	0.04157	0.02265	0.00027
case_2022082814	train	175.4	573	0.9476	0.9571	0.8670	+0.0095	-0.0807	0.17027	0.00099	0.16928	0.07025	0.03084	0.00931
case_2022082918	train	246.8	607	0.9506	1.0338	0.9101	+0.0832	-0.0406	0.14903	0.00000	0.14903	0.03285	0.01675	0.00459
case_2022083017	train	295.8	1116	0.9731	0.9203	0.8715	-0.0529	-0.1017	0.07721	0.00000	0.07721	0.03094	0.01865	0.00213
case_2022090122	train	206.5	1037	0.9711	0.8342	0.7990	-0.1369	-0.1720	0.13755	0.00000	0.13755	0.08026	0.03382	0.00363
case_2022090218	train	198.6	1116	0.9731	1.0211	0.9661	+0.0479	-0.0070	0.10726	0.00000	0.10725	0.04917	0.02220	0.01577
case_2022090315	train	283.1	625	0.9520	0.6492	0.6178	-0.3028	-0.3342	0.12482	0.00000	0.12482	0.06103	0.02264	0.00055
case_2022090419	train	60.0	700	0.9571	1.1856	1.1499	+0.2285	+0.1928	0.06253	0.00000	0.06253	0.08872	0.07449	0.00551
case_2022090520	train	47.8	1089	0.9725	0.8812	0.8492	-0.0912	-0.1232	0.06524	0.00000	0.06524	0.07257	0.05933	0.00058
case_2022090621	train	312.9	1089	0.9725	1.4260	1.3759	+0.4536	+0.4035	0.05631	0.00000	0.05631	0.02195	0.01123	0.04197
case_2022090722	train	338.9	1037	0.9711	1.0977	0.9847	+0.1267	+0.0136	0.13108	0.00000	0.13108	0.03333	0.01825	0.21435
case_2022090822	train	200.0	1037	0.9711	0.7241	0.6730	-0.2469	-0.2980	0.13385	0.00000	0.13385	0.04724	0.01416	0.00258
case_2022090919	train	195.3	962	0.9688	0.8292	0.7678	-0.1396	-0.2010	0.13822	0.00003	0.13819	0.06906	0.03696	0.01744
case_2022091018	train	189.2	1089	0.9725	0.9006	0.8185	-0.0718	-0.1539	0.14469	0.00155	0.14314	0.04196	0.01330	0.01125
case_2022091102	train	341.6	962	0.9688	1.2884	1.2093	+0.3196	+0.2405	0.08941	0.00000	0.08941	0.02229	0.00759	0.29226
case_2022091221	train	332.3	739	0.9594	1.1467	1.0924	+0.1873	+0.1330	0.10186	0.00000	0.10186	0.07073	0.04466	0.12666
case_2022091318	train	314.7	700	0.9571	1.1926	1.1551	+0.2354	+0.1980	0.06181	0.00000	0.06181	0.05404	0.03959	0.06219
case_2022091420	train	206.7	937	0.9680	1.1090	1.0129	+0.1410	+0.0449	0.12082	0.00000	0.12082	0.04859	0.03102	0.01622
case_2022091515	train	206.2	739	0.9594	1.1657	1.1062	+0.2063	+0.1468	0.10088	0.00000	0.10088	0.06733	0.04336	0.03891
case_2022091619	train	176.1	1063	0.9718	1.0998	1.0181	+0.1280	+0.0464	0.14404	0.00114	0.14290	0.04396	0.00676	0.00666
case_2022091718	train	196.8	625	0.9520	0.7895	0.7387	-0.1625	-0.2133	0.12850	0.00000	0.12850	0.05761	0.02507	0.03374
case_2022091820	train	243.2	962	0.9688	0.7674	0.7093	-0.2014	-0.2596	0.11049	0.00000	0.11049	0.03387	0.01567	0.00106
case_2022091919	train	330.6	845	0.9645	1.1450	1.0816	+0.1805	+0.1171	0.09710	0.00000	0.09710	0.05540	0.03489	0.23886
case_2022092017	train	200.8	643	0.9534	1.1105	1.0865	+0.1571	+0.1331	0.09035	0.00000	0.09035	0.07264	0.04036	0.05276
case_2022092118	train	281.3	1037	0.9711	0.9785	0.9574	+0.0074	-0.0137	0.11314	0.00124	0.11191	0.08717	0.04452	0.01151
case_2022092319	train	198.2	1320	0.9773	1.0950	1.0141	+0.1177	+0.0368	0.13139	0.00000	0.13139	0.04254	0.01226	0.00496
case_2022092411	train	217.8	914	0.9672	1.0977	1.0780	+0.1306	+0.1108	0.06841	0.00000	0.06841	0.04345	0.01873	0.00055
case_2022092509	train	292.1	760	0.9605	1.0249	0.9461	+0.0644	-0.0144	0.13490	0.00000	0.13490	0.04499	0.01450	0.00039
case_2022092617	train	286.3	1089	0.9725	0.8423	0.7736	-0.1301	-0.1988	0.13653	0.00000	0.13653	0.04344	0.01437	0.00107
case_2022092817	train	0.2	1116	0.9731	1.2071	1.1017	+0.2339	+0.1285	0.10669	0.00037	0.10632	0.01649	0.00601	0.30809
case_2022092922	train	169.4	739	0.9594	0.8703	0.7586	-0.0891	-0.2009	0.19144	0.00022	0.19122	0.04584	0.01043	0.00014
case_2022093018	train	108.4	1089	0.9725	0.9158	0.8616	-0.0567	-0.1109	0.12047	0.00000	0.12047	0.09242	0.06401	0.00008
case_2022100120	train	7.3	1063	0.9718	0.9938	0.8949	+0.0220	-0.0769	0.16451	0.00307	0.16144	0.04435	0.00891	0.24684
case_2022100220	train	10.6	1259	0.9762	1.1001	1.0072	+0.1239	+0.0310	0.14165	0.00052	0.14114	0.04340	0.01297	0.29156
case_2022100321	train	159.3	1011	0.9703	0.7931	0.7021	-0.1773	-0.2682	0.17089	0.00000	0.17089	0.04973	0.01920	0.00207
case_2022100420	train	228.3	868	0.9654	1.2598	1.2284	+0.2944	+0.2629	0.07039	0.00000	0.07039	0.05125	0.02933	0.00510
case_2022100617	train	310.4	891	0.9663	1.2304	1.2236	+0.2641	+0.2573	0.05169	0.00000	0.05169	0.06147	0.04011	0.12957
case_2022100818	train	260.7	1200	0.9750	1.0302	0.9366	+0.0552	-0.0384	0.13143	0.00130	0.13013	0.03419	0.01244	0.00303
case_2022101119	train	169.4	823	0.9636	0.8683	0.8314	-0.0952	-0.1322	0.10484	0.00006	0.10477	0.04828	0.01686	0.02109
case_2022101216	train	260.6	845	0.9645	0.8229	0.7972	-0.1416	-0.1673	0.14178	0.00219	0.13959	0.08409	0.03050	0.00164
case_2022101518	train	248.0	1144	0.9738	0.8929	0.8375	-0.0809	-0.1363	0.13033	0.00000	0.13033	0.05924	0.02463	0.00183
case_2022101617	train	274.5	1089	0.9725	0.9470	0.8568	-0.0254	-0.1156	0.16138	0.00301	0.15837	0.04673	0.01099	0.00068
case_2022101719	train	328.6	1351	0.9778	1.1555	1.1089	+0.1777	+0.1312	0.09420	0.00000	0.09420	0.05560	0.02915	0.10827
case_2022101818	train	291.3	739	0.9594	1.2180	1.1260	+0.2586	+0.1666	0.10905	0.00000	0.10905	0.03052	0.01283	0.00647
case_2022101918	train	293.2	1144	0.9738	1.1084	1.0616	+0.1347	+0.0878	0.11153	0.00000	0.11153	0.06879	0.03519	0.01629
case_2022102020	train	273.0	1089	0.9725	0.6957	0.6351	-0.2768	-0.3373	0.15971	0.00425	0.15546	0.05224	0.01350	0.00173
case_2022102120	train	207.2	823	0.9636	0.9797	0.9003	+0.0161	-0.0633	0.12209	0.00000	0.12209	0.03799	0.01640	0.00238
case_2022102218	train	159.8	662	0.9547	0.9594	0.8346	+0.0047	-0.1201	0.18109	0.00000	0.18109	0.06546	0.03840	0.00936
case_2022102321	train	135.7	1063	0.9718	0.8433	0.8048	-0.1285	-0.1670	0.07957	0.00000	0.07957	0.02744	0.01003	0.00000
case_2022102416	train	169.8	643	0.9534	0.6461	0.5641	-0.3073	-0.3892	0.18348	0.00000	0.18348	0.06887	0.03899	0.00322
case_2022102516	train	230.0	662	0.9547	1.6919	1.6033	+0.7372	+0.6487	0.06468	0.00000	0.06468	0.02554	0.01927	0.01901
case_2022102600	train	306.6	1063	0.9718	1.0955	0.9500	+0.1237	-0.0218	0.15180	0.00000	0.15180	0.02223	0.01155	0.00226
case_2022102717	train	91.2	823	0.9636	1.1579	1.1312	+0.1944	+0.1676	0.04800	0.00022	0.04778	0.04749	0.03564	0.01192
case_2022102821	train	205.5	760	0.9605	1.0125	0.9654	+0.0520	+0.0049	0.10130	0.00000	0.10130	0.04332	0.01549	0.00605
case_2022102921	train	170.8	1229	0.9756	1.1055	0.9971	+0.1299	+0.0215	0.14342	0.00007	0.14335	0.03341	0.00872	0.00203
case_2022103019	train	173.8	845	0.9645	1.0260	0.9611	+0.0615	-0.0034	0.12292	0.00020	0.12273	0.08739	0.05933	0.02282
case_2022110121	train	265.0	700	0.9571	0.9478	0.9076	-0.0094	-0.0495	0.13177	0.00468	0.12709	0.05357	0.00761	0.00024
case_2022110216	train	176.5	914	0.9672	0.8782	0.8078	-0.0889	-0.1593	0.12128	0.00050	0.12078	0.03483	0.01306	0.01477
case_2022110320	train	164.9	845	0.9645	1.0179	0.8986	+0.0534	-0.0659	0.17167	0.00000	0.17167	0.04185	0.01174	0.00177
case_2022110415	train	192.0	868	0.9654	0.7444	0.7286	-0.2210	-0.2369	0.16887	0.00001	0.16886	0.10185	0.03115	0.00053
case_2022110518	train	163.6	1037	0.9711	0.8464	0.7598	-0.1247	-0.2112	0.18501	0.00000	0.18501	0.06713	0.02315	0.00138
case_2022110618	train	238.5	823	0.9636	1.4812	1.3992	+0.5176	+0.4356	0.07531	0.00000	0.07531	0.02340	0.01313	0.00910
case_2022110721	train	333.0	845	0.9645	1.2151	1.1504	+0.2506	+0.1859	0.10154	0.00000	0.10154	0.03676	0.01188	0.12657
case_2022110819	train	118.7	914	0.9672	0.7502	0.6959	-0.2170	-0.2713	0.10254	0.00000	0.10254	0.03882	0.02328	0.00000
case_2022110916	train	189.6	781	0.9616	0.7134	0.6394	-0.2482	-0.3222	0.21187	0.00000	0.21186	0.07084	0.01196	0.00022
case_2022111118	train	261.8	1089	0.9725	1.1074	1.0121	+0.1350	+0.0397	0.13904	0.00224	0.13680	0.03630	0.00775	0.00347
case_2022111203	train	310.4	845	0.9645	1.0510	1.0110	+0.0865	+0.0465	0.09529	0.00000	0.09529	0.04564	0.01689	0.01458
case_2022111319	train	273.2	1172	0.9744	1.0171	0.9154	+0.0427	-0.0590	0.13767	0.00478	0.13289	0.02453	0.00376	0.00304
case_2022111403	train	155.8	462	0.9351	1.0190	0.8716	+0.0839	-0.0635	0.21020	0.00000	0.21020	0.07015	0.03447	0.00069
case_2022111517	train	62.2	700	0.9571	0.9329	0.9105	-0.0242	-0.0467	0.06239	0.00000	0.06239	0.07580	0.05846	0.00001
case_2022111614	train	349.7	643	0.9534	0.9876	0.9597	+0.0342	+0.0063	0.14027	0.00023	0.14004	0.08145	0.02691	0.32172
case_2022111717	train	231.2	247	0.8786	1.2628	1.1929	+0.3842	+0.3143	0.07444	0.00000	0.07444	0.01560	0.00563	0.00164
case_2022111817	train	268.4	419	0.9284	0.7917	0.7196	-0.1367	-0.2088	0.15977	0.00709	0.15268	0.05383	0.01734	0.00028
case_2022112017	train	236.6	781	0.9616	1.1010	1.0224	+0.1394	+0.0608	0.08915	0.00000	0.08915	0.02626	0.01705	0.00807
case_2022112121	train	261.9	643	0.9534	0.9844	0.9158	+0.0310	-0.0376	0.13274	0.00053	0.13221	0.04005	0.00661	0.00024
case_2022112219	train	255.6	823	0.9636	1.1217	1.0609	+0.1581	+0.0974	0.11262	0.00000	0.11262	0.07358	0.04548	0.02063
case_2022112319	train	210.7	781	0.9616	0.7564	0.7163	-0.2051	-0.2453	0.10149	0.00000	0.10149	0.07060	0.04746	0.00472
case_2022112418	train	199.6	643	0.9534	0.8262	0.7552	-0.1272	-0.1982	0.14466	0.00000	0.14466	0.06780	0.03813	0.00871
case_2022112518	train	289.0	891	0.9663	0.8913	0.8481	-0.0750	-0.1182	0.12502	0.00000	0.12502	0.07046	0.03290	0.00373
case_2022112618	train	188.7	937	0.9680	1.0552	0.9693	+0.0872	+0.0013	0.14463	0.00189	0.14274	0.05389	0.02090	0.02296
case_2022112720	train	310.1	662	0.9547	1.2280	1.1647	+0.2734	+0.2101	0.08922	0.00000	0.08922	0.04077	0.02178	0.00735
case_2022112815	train	182.0	681	0.9559	0.8694	0.8497	-0.0866	-0.1062	0.13685	0.00305	0.13379	0.07396	0.01759	-0.00055
case_2022112907	train	193.7	643	0.9534	1.0342	0.9691	+0.0808	+0.0157	0.16665	0.00000	0.16665	0.07993	0.02764	0.00654
case_2022113003	train	249.5	781	0.9616	0.9481	0.8744	-0.0135	-0.0871	0.14519	0.00000	0.14519	0.05868	0.02384	0.00046
case_2022120119	train	182.4	781	0.9616	0.9313	0.9176	-0.0303	-0.0440	0.14528	0.00258	0.14271	0.08452	0.02104	0.01349
case_2022120217	train	169.0	823	0.9636	0.8093	0.7242	-0.1543	-0.2393	0.17054	0.00000	0.17054	0.04605	0.01021	0.00022
case_2022120319	train	257.0	681	0.9559	0.9181	0.8839	-0.0378	-0.0720	0.12285	0.00152	0.12133	0.06530	0.02287	0.00672
case_2022120418	train	246.4	760	0.9605	1.0764	1.0184	+0.1159	+0.0579	0.07972	0.00000	0.07972	0.02589	0.01259	0.01685
case_2022120517	train	253.2	802	0.9626	0.8252	0.7895	-0.1374	-0.1731	0.10416	0.00000	0.10416	0.05357	0.02322	0.00239
case_2022120617	train	140.3	681	0.9559	1.1578	1.1322	+0.2019	+0.1763	0.06414	0.00000	0.06414	0.04864	0.02837	0.01606
case_2022120723	train	275.0	868	0.9654	0.7960	0.7088	-0.1694	-0.2566	0.17936	0.00787	0.17149	0.05183	0.01367	0.00310
case_2022120819	train	0.7	1037	0.9711	0.8657	0.7917	-0.1054	-0.1794	0.13206	0.00416	0.12790	0.02939	0.00414	0.28504
case_2022120905	train	82.1	681	0.9559	0.9274	0.8868	-0.0285	-0.0691	0.11664	0.00009	0.11655	0.08289	0.04849	-0.00008
case_2022121018	train	177.0	719	0.9583	1.3239	1.2849	+0.3656	+0.3266	0.09625	0.00152	0.09473	0.03943	0.00538	0.00419
case_2022121117	train	348.4	845	0.9645	0.7904	0.7370	-0.1741	-0.2275	0.11389	0.00006	0.11383	0.03686	0.01265	0.26848
case_2022121219	train	124.2	1259	0.9762	0.6899	0.6792	-0.2863	-0.2970	0.13336	0.00000	0.13336	0.11921	0.06741	0.00000
case_2022121314	train	120.8	914	0.9672	0.6765	0.6229	-0.2907	-0.3443	0.14028	0.00000	0.14028	0.05033	0.01839	0.00000
case_2022121505	train	88.1	760	0.9605	0.8980	0.8529	-0.0625	-0.1076	0.09643	0.00085	0.09558	0.06457	0.04234	-0.00059
case_2022121618	train	211.1	462	0.9351	0.8678	0.7986	-0.0673	-0.1365	0.12114	0.00000	0.12114	0.03576	0.01389	0.00022
case_2022121710	train	241.7	662	0.9547	0.9673	0.8891	+0.0126	-0.0655	0.13276	0.00000	0.13276	0.04801	0.02093	0.00040
case_2022121823	train	265.8	195	0.8460	0.8826	0.8190	+0.0365	-0.0270	0.12604	0.00484	0.12120	0.03372	0.00489	-0.00122
case_2022121921	train	223.9	760	0.9605	0.8722	0.8514	-0.0883	-0.1091	0.05079	0.00000	0.05079	0.01814	0.00447	0.00027
case_2022122020	train	286.1	781	0.9616	0.7324	0.6766	-0.2292	-0.2850	0.14088	0.00000	0.14088	0.05485	0.02136	0.00332
case_2022122118	train	146.4	781	0.9616	0.6649	0.6353	-0.2966	-0.3263	0.16419	0.00000	0.16419	0.12821	0.07503	0.00538
case_2022122220	train	257.4	739	0.9594	1.2081	1.1116	+0.2487	+0.1522	0.12363	0.00000	0.12363	0.03154	0.00815	0.00488
case_2022122317	train	257.2	215	0.8607	0.8454	0.7888	-0.0152	-0.0718	0.15404	0.00063	0.15340	0.06120	0.01602	0.00104
case_2022122519	train	258.3	760	0.9605	1.2083	1.1169	+0.2478	+0.1563	0.17075	0.00336	0.16739	0.09902	0.05306	0.00420
case_2022122621	train	314.4	781	0.9616	1.2446	1.2189	+0.2831	+0.2574	0.04999	0.00000	0.04999	0.03894	0.02470	0.01270
case_2022122719	train	175.0	802	0.9626	1.0565	0.9666	+0.0939	+0.0041	0.14988	0.00068	0.14920	0.04710	0.01256	0.00651
case_2022122816	train	183.8	556	0.9461	0.8458	0.7525	-0.1003	-0.1936	0.19330	0.00683	0.18647	0.05375	0.00787	0.00325
case_2022122919	train	179.9	781	0.9616	0.7790	0.6636	-0.1826	-0.2979	0.19309	0.00911	0.18399	0.03115	0.00498	0.00173
case_2022123020	train	235.9	760	0.9605	1.0849	1.0446	+0.1244	+0.0840	0.07279	0.00000	0.07279	0.03387	0.01598	0.00633
case_2022123106	train	281.3	700	0.9571	0.7701	0.6977	-0.1871	-0.2595	0.14240	0.00000	0.14240	0.03460	0.00833	0.00010
case_2023010118	train	270.7	781	0.9616	0.6832	0.6200	-0.2783	-0.3416	0.14303	0.00639	0.13663	0.03161	0.00402	0.00106
case_2023010221	train	145.9	823	0.9636	0.5458	0.5399	-0.4178	-0.4237	0.19373	0.00000	0.19373	0.23091	0.16986	0.00047
case_2023010316	train	67.0	719	0.9583	1.4197	1.3500	+0.4614	+0.3917	0.09655	0.00000	0.09655	0.08638	0.06465	0.00000
case_2023010418	train	207.8	781	0.9616	0.8607	0.8105	-0.1009	-0.1511	0.09756	0.00000	0.09756	0.03766	0.01754	0.00670
case_2023010510	train	252.9	448	0.9330	1.0540	0.9617	+0.1210	+0.0287	0.13599	0.00000	0.13599	0.03498	0.00895	0.00017
case_2023010619	train	279.4	643	0.9534	0.8753	0.7861	-0.0781	-0.1672	0.13956	0.00147	0.13809	0.02961	0.00900	0.00033
case_2023010709	train	21.5	643	0.9534	0.9007	0.8950	-0.0526	-0.0583	0.08181	0.00000	0.08181	0.05226	0.01545	0.09350
case_2023010817	train	239.8	781	0.9616	1.0785	1.0455	+0.1169	+0.0839	0.07293	0.00000	0.07293	0.07080	0.05118	0.00888
case_2023010903	train	256.8	643	0.9534	0.9581	0.9092	+0.0048	-0.0442	0.12156	0.00000	0.12156	0.04505	0.00855	0.00010
case_2023011021	train	232.9	760	0.9605	1.2910	1.2677	+0.3305	+0.3072	0.05747	0.00000	0.05747	0.03653	0.01716	0.00278
case_2023011119	train	181.1	823	0.9636	0.7110	0.6680	-0.2525	-0.2955	0.15407	0.00261	0.15146	0.06933	0.02168	0.00984
case_2023011210	train	319.7	739	0.9594	1.1942	1.1793	+0.2348	+0.2199	0.07686	0.00000	0.07686	0.07430	0.04461	0.02194
case_2023011317	train	339.7	1037	0.9711	1.2672	1.1626	+0.2961	+0.1916	0.10208	0.00000	0.10208	0.02307	0.01268	0.24430
case_2023011410	train	296.3	700	0.9571	0.7502	0.7294	-0.2070	-0.2277	0.09294	0.00000	0.09294	0.07360	0.04291	0.00003
case_2023011516	train	143.5	781	0.9616	1.4861	1.3428	+0.5245	+0.3812	0.12752	0.00000	0.12752	0.03666	0.02015	0.01049
case_2023011616	train	165.7	700	0.9571	0.8619	0.7939	-0.0952	-0.1633	0.18452	0.00000	0.18452	0.07224	0.01687	0.00050
case_2023011711	train	243.9	719	0.9583	0.8247	0.7641	-0.1336	-0.1942	0.13559	0.00000	0.13559	0.05239	0.02027	0.00020
case_2023011819	train	58.5	986	0.9696	1.1771	1.1234	+0.2075	+0.1538	0.07667	0.00000	0.07667	0.06090	0.04614	0.00019
case_2023011919	train	310.1	700	0.9571	1.2938	1.2548	+0.3367	+0.2977	0.06751	0.00000	0.06751	0.03685	0.01830	0.01391
case_2023012020	train	286.2	845	0.9645	0.7714	0.7083	-0.1931	-0.2562	0.13077	0.00000	0.13077	0.04486	0.01922	0.00040
case_2023012111	train	259.8	845	0.9645	0.9496	0.8889	-0.0149	-0.0756	0.10426	0.00006	0.10420	0.02683	0.00553	0.00031
case_2023012219	train	281.6	719	0.9583	0.8629	0.7954	-0.0954	-0.1629	0.13548	0.00013	0.13534	0.04453	0.01440	0.00140
case_2023012316	train	241.3	781	0.9616	1.0099	0.9463	+0.0483	-0.0153	0.09710	0.00000	0.09710	0.03799	0.02054	0.00354
case_2023012419	train	228.0	739	0.9594	1.3634	1.3215	+0.4040	+0.3620	0.06263	0.00000	0.06263	0.04280	0.02726	0.01637
case_2023012507	train	136.7	700	0.9571	0.7199	0.7321	-0.2372	-0.2251	0.03572	0.00000	0.03572	0.06443	0.04068	0.00018
case_2023012618	train	311.7	802	0.9626	1.1091	1.0656	+0.1465	+0.1031	0.07157	0.00000	0.07157	0.03771	0.02159	0.01304
case_2023012709	train	186.7	681	0.9559	0.7053	0.6374	-0.2507	-0.3185	0.18470	0.00402	0.18068	0.07498	0.02886	0.00391
case_2023012820	train	313.8	802	0.9626	0.9764	0.9618	+0.0138	-0.0008	0.04623	0.00000	0.04623	0.05125	0.03652	0.02890
case_2023012919	train	305.6	760	0.9605	0.9347	0.8966	-0.0259	-0.0639	0.07802	0.00000	0.07802	0.03705	0.01831	0.01048
case_2023013022	train	282.8	508	0.9409	0.6884	0.6318	-0.2525	-0.3091	0.16462	0.00025	0.16437	0.06819	0.02560	0.00009
case_2023013120	train	253.1	739	0.9594	0.9503	0.8679	-0.0091	-0.0915	0.12879	0.00000	0.12879	0.05114	0.02945	0.00614
case_2023020119	train	206.3	760	0.9605	0.6442	0.6024	-0.3163	-0.3581	0.12350	0.00000	0.12350	0.05184	0.02186	0.00174
case_2023020216	train	259.5	700	0.9571	0.9386	0.9271	-0.0186	-0.0300	0.14407	0.00168	0.14240	0.07914	0.01429	0.00005
case_2023020319	train	333.9	781	0.9616	1.8714	1.7559	+0.9098	+0.7943	0.08139	0.00000	0.08139	0.02118	0.01094	0.34304
case_2023020416	train	204.9	556	0.9461	0.7771	0.7267	-0.1690	-0.2193	0.09968	0.00000	0.09968	0.03208	0.01393	0.00155
case_2023020517	train	266.3	681	0.9559	0.9917	0.9183	+0.0358	-0.0376	0.13386	0.00419	0.12967	0.03369	0.00150	0.00220
case_2023020618	train	128.7	781	0.9616	0.9233	0.8574	-0.0382	-0.1042	0.10362	0.00000	0.10362	0.02775	0.01078	0.00001
case_2023020717	train	261.6	760	0.9605	0.8963	0.8079	-0.0642	-0.1526	0.17262	0.00290	0.16972	0.05076	0.01055	0.00109
case_2023020819	train	180.5	823	0.9636	1.1853	1.1129	+0.2218	+0.1493	0.11814	0.00270	0.11544	0.04297	0.01341	0.03924
case_2023020917	train	334.8	379	0.9208	1.0619	1.0043	+0.1411	+0.0836	0.11570	0.00000	0.11570	0.05668	0.02586	0.14490
case_2023021017	train	286.1	781	0.9616	0.8449	0.7815	-0.1166	-0.1801	0.12843	0.00000	0.12842	0.04980	0.02227	0.00117
case_2023021220	train	229.6	781	0.9616	1.7368	1.6869	+0.7753	+0.7253	0.05477	0.00000	0.05477	0.02125	0.00807	0.01281
case_2023021321	train	284.0	823	0.9636	0.8461	0.7563	-0.1174	-0.2072	0.14489	0.00002	0.14486	0.02956	0.00825	0.00296
case_2023021419	train	156.2	823	0.9636	0.8619	0.8055	-0.1016	-0.1580	0.16064	0.00000	0.16064	0.07982	0.03216	0.00476
case_2023021516	train	228.7	781	0.9616	1.2591	1.2096	+0.2975	+0.2480	0.05633	0.00000	0.05633	0.01803	0.00934	0.00235
case_2023021608	train	313.5	986	0.9696	1.2736	1.2217	+0.3040	+0.2521	0.06155	0.00000	0.06155	0.02495	0.01445	0.02923
case_2023021720	train	270.8	760	0.9605	0.7615	0.7097	-0.1990	-0.2508	0.13024	0.00476	0.12548	0.04457	0.01202	0.00280
case_2023021821	train	186.8	739	0.9594	1.0437	0.9655	+0.0843	+0.0061	0.13523	0.00060	0.13463	0.04695	0.01535	0.01330
case_2023021922	train	249.3	392	0.9234	0.8097	0.7189	-0.1138	-0.2045	0.15328	0.00000	0.15328	0.03322	0.01054	0.00014
case_2023022021	train	190.6	1200	0.9750	0.7362	0.6526	-0.2388	-0.3224	0.18255	0.00027	0.18227	0.05776	0.02044	0.00040
case_2023022116	train	275.0	760	0.9605	0.7376	0.6986	-0.2229	-0.2619	0.13306	0.00338	0.12968	0.07244	0.03288	0.00567
case_2023022214	train	40.7	781	0.9616	1.2785	1.2330	+0.3169	+0.2715	0.06743	0.00000	0.06743	0.07989	0.06552	0.01100
case_2023022321	train	232.8	462	0.9351	1.4632	1.3895	+0.5281	+0.4544	0.07034	0.00000	0.07034	0.01676	0.00639	0.00076
case_2023022422	train	226.0	590	0.9492	1.1614	1.1287	+0.2123	+0.1795	0.06468	0.00000	0.06468	0.03258	0.01436	0.00264
case_2023022519	train	221.9	739	0.9594	1.4141	1.3602	+0.4546	+0.4008	0.06282	0.00000	0.06282	0.03230	0.01996	0.01316
